ts,account,symbol,side,size_usd,collateral,execution_price,leverage,order_type,pnl
1768308828023934000,40,ETH-USD,Buy,3795833668,1894121001,3131875964,2,Increase,0
1768308828023934000,41,ETH-USD,Sell,5101825944,2546831512,3131875964,2,Increase,0
1768308828923934000,24,ETH-USD,Buy,579216498,192492950,3131880531,0,Decrease,-610515
1768308828923934000,25,ETH-USD,Sell,438952179,145966232,3131880531,0,Decrease,-738410
1768308829523934000,21,ETH-USD,Sell,663799029,220735304,3131880531,0,Decrease,-1167768
1768308829523934000,20,ETH-USD,Buy,747713247,248490036,3131880531,0,Decrease,-953898
1768308829623934000,24,ETH-USD,Buy,593804547,197341045,3131880531,3,Increase,0
1768308829623934000,25,ETH-USD,Sell,710936880,236410211,3131880531,3,Increase,0
1768308830023934000,20,ETH-USD,Buy,436584144,145091464,3131880531,3,Increase,0
1768308830023934000,21,ETH-USD,Sell,549958221,182879441,3131880531,3,Increase,0
1768308832023934000,50,ETH-USD,Buy,9815657172,4898012929,3131875203,0,Decrease,-15152136
1768308832023934000,51,ETH-USD,Sell,8468901402,4227675580,3131765953,0,Decrease,-11028801
1768308832623934000,22,ETH-USD,Buy,509710518,169393796,3131765953,0,Decrease,-543575
1768308832623934000,23,ETH-USD,Sell,562309638,186986699,3131765953,0,Decrease,-911723
1768308833223934000,23,ETH-USD,Sell,569981403,189537816,3131765953,3,Increase,0
1768308833223934000,22,ETH-USD,Buy,468512184,155702216,3131765953,3,Increase,0
1768308840023934000,21,ETH-USD,Sell,549958221,182879441,3131245030,0,Decrease,-634429
1768308840023934000,20,ETH-USD,Buy,436584144,145091464,3131214532,0,Decrease,-688483
1768308840523934000,20,ETH-USD,Buy,760885131,252867492,3131214532,3,Increase,0
1768308840523934000,21,ETH-USD,Sell,645656436,214702287,3131214532,3,Increase,0
1768308840823934000,27,ETH-USD,Sell,1210804770,402632947,3131214532,0,Decrease,-1248622
1768308840823934000,26,ETH-USD,Buy,864413130,287273297,3131214532,0,Decrease,-1285952
1768308841623934000,26,ETH-USD,Buy,1035179523,344024662,3131214532,3,Increase,0
1768308841623934000,27,ETH-USD,Sell,712038183,236776431,3131214532,3,Increase,0
1768308842223934000,25,ETH-USD,Sell,710936880,236410211,3131167499,0,Decrease,-1000442
1768308842223934000,24,ETH-USD,Buy,593804547,197341045,3131167499,0,Decrease,-1104628
1768308842923934000,25,ETH-USD,Sell,333782454,110993793,3131167499,3,Increase,0
1768308842923934000,24,ETH-USD,Buy,661302573,219772889,3131167499,3,Increase,0
1768308844023934000,50,ETH-USD,Buy,10558296806,5268590107,3131167499,2,Increase,0
1768308844023934000,51,ETH-USD,Sell,7333118170,3660692591,3131135000,2,Increase,0
1768308848223934000,23,ETH-USD,Sell,569981403,189537816,3131128737,0,Decrease,-726352
1768308848223934000,22,ETH-USD,Buy,468512184,155702216,3131128737,0,Decrease,-786760
1768308848823934000,23,ETH-USD,Sell,340040580,113074828,3131128737,3,Increase,0
1768308848823934000,22,ETH-USD,Buy,705130191,234338267,3131128737,3,Increase,0
1768308850523934000,20,ETH-USD,Buy,760885131,252867492,3131131868,0,Decrease,-1049630
1768308850523934000,21,ETH-USD,Sell,645656436,214702287,3131131868,0,Decrease,-857741
1768308851023934000,21,ETH-USD,Sell,559846377,186167582,3131131868,3,Increase,0
1768308851023934000,20,ETH-USD,Buy,926188806,307803414,3131131868,3,Increase,0
1768308854023934000,30,ETH-USD,Buy,1927703922,961924258,3131125000,0,Decrease,-2984068
1768308854023934000,31,ETH-USD,Sell,3064604368,1529850501,3131125000,0,Decrease,-3217644
1768308855523934000,37,ETH-USD,Sell,2625098766,1310449304,3131132425,0,Decrease,-4284703
1768308855523934000,25,ETH-USD,Sell,333782454,110993793,3131132425,0,Decrease,-574728
1768308855523934000,36,ETH-USD,Buy,4658806768,2324744578,3131132425,0,Decrease,-6331666
1768308855523934000,24,ETH-USD,Buy,661302573,219772889,3131132425,0,Decrease,-1151357
1768308856023934000,31,ETH-USD,Sell,1737778494,867499025,3131132425,2,Increase,0
1768308856023934000,30,ETH-USD,Buy,2567528588,1281196766,3131132425,2,Increase,0
1768308856223934000,24,ETH-USD,Buy,373237848,124039379,3131190000,3,Increase,0
1768308856223934000,25,ETH-USD,Sell,641267712,213242890,3131190000,3,Increase,0
1768308859023934000,37,ETH-USD,Sell,4414052640,2203495078,3131200000,2,Increase,0
1768308859023934000,36,ETH-USD,Buy,4122537920,2057146423,3131200000,2,Increase,0
1768308860023934000,26,ETH-USD,Buy,1035179523,344024662,3131200000,0,Decrease,-1432664
1768308860023934000,27,ETH-USD,Sell,712038183,236776431,3131200000,0,Decrease,-980136
1768308860823934000,26,ETH-USD,Buy,766517760,254739403,3131200000,3,Increase,0
1768308860823934000,27,ETH-USD,Sell,735205758,244480422,3131200000,3,Increase,0
1768308861023934000,21,ETH-USD,Sell,559846377,186167582,3131200000,0,Decrease,-765083
1768308861023934000,20,ETH-USD,Buy,926188806,307803414,3131200000,0,Decrease,-1223697
1768308861523934000,20,ETH-USD,Buy,345684480,114882476,3131200000,3,Increase,0
1768308861523934000,21,ETH-USD,Sell,769022718,255725688,3131200000,3,Increase,0
1768308863823934000,23,ETH-USD,Sell,340040580,113074828,3131197740,0,Decrease,-523644
1768308863823934000,22,ETH-USD,Buy,705130191,234338267,3131197740,0,Decrease,-1053076
1768308864423934000,22,ETH-USD,Buy,569878398,189389588,3131199999,3,Increase,0
1768308864423934000,23,ETH-USD,Sell,670703037,223031117,3131199999,3,Increase,0
1768308868023934000,32,ETH-USD,Buy,1758579614,877531228,3131199999,0,Decrease,-2680350
1768308868023934000,33,ETH-USD,Sell,2704422968,1350047946,3131240000,0,Decrease,-2918781
1768308868823934000,24,ETH-USD,Buy,373237848,124039379,3131240000,0,Decrease,-517729
1768308868823934000,25,ETH-USD,Sell,641267712,213242890,3131240000,0,Decrease,-911265
1768308869523934000,25,ETH-USD,Sell,817879887,271972326,3131240000,3,Increase,0
1768308869523934000,24,ETH-USD,Buy,589925616,196051947,3131240000,3,Increase,0
1768308870523934000,33,ETH-USD,Sell,2719492816,1357570814,3131252524,2,Increase,0
1768308870523934000,32,ETH-USD,Buy,2843177290,1418745468,3131252524,2,Increase,0
1768308871523934000,21,ETH-USD,Sell,769022718,255725688,3131252524,0,Decrease,-1051877
1768308871523934000,20,ETH-USD,Buy,345684480,114882476,3131252524,0,Decrease,-460625
1768308872023934000,20,ETH-USD,Buy,331286517,110097553,3131252524,3,Increase,0
1768308872023934000,21,ETH-USD,Sell,756522684,251569010,3131302500,3,Increase,0
1768308879223934000,27,ETH-USD,Sell,735205758,244480422,3131390000,0,Decrease,-1034919
1768308879223934000,26,ETH-USD,Buy,766517760,254739403,3131390000,0,Decrease,-984627
1768308879423934000,22,ETH-USD,Buy,569878398,189389588,3131390000,0,Decrease,-769566
1768308879423934000,23,ETH-USD,Sell,670703037,223031117,3131390000,0,Decrease,-988477
1768308880023934000,23,ETH-USD,Sell,565529034,188057255,3131390000,3,Increase,0
1768308880023934000,26,ETH-USD,Buy,845475300,280979625,3131390000,3,Increase,0
1768308880023934000,27,ETH-USD,Sell,1185544254,394232983,3131390000,3,Increase,0
1768308880023934000,22,ETH-USD,Buy,668238624,222077970,3131390000,3,Increase,0
1768308882023934000,21,ETH-USD,Sell,756522684,251569010,3131390000,0,Decrease,-1138769
1768308882023934000,20,ETH-USD,Buy,331286517,110097553,3131250000,0,Decrease,-509373
1768308882123934000,24,ETH-USD,Buy,589925616,196051947,3131250000,0,Decrease,-907047
1768308882123934000,25,ETH-USD,Sell,817879887,271972326,3131250000,0,Decrease,-1264535
1768308882523934000,20,ETH-USD,Buy,752126250,249956624,3131250000,3,Increase,0
1768308882523934000,21,ETH-USD,Sell,759014997,252397788,3131250000,3,Increase,0
1768308882823934000,24,ETH-USD,Buy,866730000,288043270,3131250000,3,Increase,0
1768308882823934000,25,ETH-USD,Sell,562998750,187215851,3131250000,3,Increase,0
1768308883023934000,35,ETH-USD,Sell,1894818640,945893466,3131250000,0,Decrease,-2312047
1768308883023934000,34,ETH-USD,Buy,3069293004,1531577209,3131250000,0,Decrease,-5075872
1768308886023934000,30,ETH-USD,Buy,2567528588,1281196766,3131262499,0,Decrease,-3681095
1768308886023934000,43,ETH-USD,Sell,3785252054,1889597826,3131262499,0,Decrease,-5730479
1768308886023934000,31,ETH-USD,Sell,1737778494,867499025,3131262499,0,Decrease,-2639964
1768308886023934000,42,ETH-USD,Buy,5488458934,2738741009,3131262499,0,Decrease,-7009481
1768308886023934000,35,ETH-USD,Sell,1867798080,932404802,3131262499,2,Increase,0
1768308886023934000,34,ETH-USD,Buy,2819707682,1407034134,3131268943,2,Increase,0
1768308888023934000,30,ETH-USD,Buy,2965311688,1479690533,3131268943,2,Increase,0
1768308888023934000,31,ETH-USD,Sell,2440824140,1218459411,3131268943,2,Increase,0
1768308892023934000,43,ETH-USD,Sell,3319125000,1656907200,3131250000,2,Increase,0
1768308892023934000,42,ETH-USD,Buy,3723056250,1857805069,3131250000,2,Increase,0
1768308892523934000,20,ETH-USD,Buy,752126250,249956624,3131250000,0,Decrease,-1239429
1768308892523934000,21,ETH-USD,Sell,759014997,252397788,3131250000,0,Decrease,-1252883
1768308893023934000,21,ETH-USD,Sell,348821250,115994693,3131250000,3,Increase,0
1768308893023934000,20,ETH-USD,Buy,584291250,194179459,3131250000,3,Increase,0
1768308895023934000,23,ETH-USD,Sell,565529034,188057255,3131184613,0,Decrease,-798978
1768308895023934000,22,ETH-USD,Buy,668238624,222077970,3131184613,0,Decrease,-1030375
1768308895423934000,24,ETH-USD,Buy,866730000,288043270,3131184613,0,Decrease,-1423815
1768308895423934000,25,ETH-USD,Sell,562998750,187215851,3131184613,0,Decrease,-902884
1768308895623934000,22,ETH-USD,Buy,442749504,147140419,3131184613,3,Increase,0
1768308895623934000,23,ETH-USD,Sell,623731974,207411673,3131184613,3,Increase,0
1768308896123934000,25,ETH-USD,Sell,910465719,302760201,3130899999,3,Increase,0
1768308896123934000,24,ETH-USD,Buy,454606677,151080953,3130899999,3,Increase,0
1768308898023934000,52,ETH-USD,Buy,13229568000,6604200346,3130899999,0,Decrease,-25761556
1768308898023934000,53,ETH-USD,Sell,11669832000,5823246168,3130899999,0,Decrease,-14556349
1768308898423934000,27,ETH-USD,Sell,1185544254,394232983,3130826081,0,Decrease,-1310897
1768308898423934000,26,ETH-USD,Buy,845475300,280979625,3130826081,0,Decrease,-1237880
1768308899223934000,26,ETH-USD,Buy,1115200248,370618216,3130826081,3,Increase,0
1768308899223934000,27,ETH-USD,Sell,1034424936,343980773,3130826081,3,Increase,0
1768308903023934000,21,ETH-USD,Sell,348821250,115994693,3130680000,0,Decrease,-439029
1768308903023934000,20,ETH-USD,Buy,584291250,194179459,3130680000,0,Decrease,-946756
1768308903523934000,20,ETH-USD,Buy,909149472,302140675,3130680000,3,Increase,0
1768308903523934000,21,ETH-USD,Sell,410745216,136586476,3130680000,3,Increase,0
1768308908723934000,25,ETH-USD,Sell,910465719,302760201,3130539711,0,Decrease,-1267872
1768308908723934000,24,ETH-USD,Buy,454606677,151080953,3130539711,0,Decrease,-736577
1768308909423934000,24,ETH-USD,Buy,909108732,302127136,3130539711,3,Increase,0
1768308909423934000,25,ETH-USD,Sell,792652653,263583429,3130539711,3,Increase,0
1768308910623934000,22,ETH-USD,Buy,442749504,147140419,3130534513,0,Decrease,-745611
1768308910623934000,23,ETH-USD,Sell,623731974,207411673,3130534513,0,Decrease,-792838
1768308911223934000,23,ETH-USD,Sell,903472260,300434643,3130534513,3,Increase,0
1768308911223934000,22,ETH-USD,Buy,443283687,147317946,3130534513,3,Increase,0
1768308911523934000,36,ETH-USD,Buy,4122537920,2057146423,3130534513,0,Decrease,-6693616
1768308911523934000,37,ETH-USD,Sell,4414052640,2203495078,3130534513,0,Decrease,-5299615
1768308913023934000,52,ETH-USD,Buy,10036503686,5008215340,3130537644,2,Increase,0
1768308913023934000,53,ETH-USD,Sell,15452333810,7713805038,3130537644,2,Increase,0
1768308913523934000,20,ETH-USD,Buy,909149472,302140675,3130537644,0,Decrease,-1243881
1768308913523934000,21,ETH-USD,Sell,410745216,136586476,3130537644,0,Decrease,-525305
1768308914023934000,21,ETH-USD,Sell,603567657,200585652,3130537644,3,Increase,0
1768308914023934000,20,ETH-USD,Buy,818955834,272330114,3130565123,3,Increase,0
1768308915023934000,36,ETH-USD,Buy,3773270142,1882861801,3130565123,2,Increase,0
1768308915023934000,37,ETH-USD,Sell,3396350100,1695457970,3130565123,2,Increase,0
1768308915523934000,33,ETH-USD,Sell,2719492816,1357570814,3130565123,0,Decrease,-3453214
1768308915523934000,32,ETH-USD,Buy,2843177290,1418745468,3130565123,0,Decrease,-4852681
1768308917623934000,26,ETH-USD,Buy,1115200248,370618216,3130780000,0,Decrease,-1361786
1768308917623934000,27,ETH-USD,Sell,1034424936,343980773,3130780000,0,Decrease,-1234176
1768308918023934000,33,ETH-USD,Sell,2838052070,1416187983,3130780000,2,Increase,0
1768308918023934000,31,ETH-USD,Sell,2440824140,1218459411,3130780000,0,Decrease,-3512134
1768308918023934000,32,ETH-USD,Buy,2047530120,1022127036,3130780000,2,Increase,0
1768308918023934000,30,ETH-USD,Buy,2965311688,1479690533,3130780000,0,Decrease,-5183643
1768308918023934000,40,ETH-USD,Buy,3795833668,1894121001,3130780000,0,Decrease,-5975698
1768308918023934000,41,ETH-USD,Sell,5101825944,2546831512,3130780000,0,Decrease,-4468663
1768308918423934000,26,ETH-USD,Buy,745783953,247998024,3130915000,3,Increase,0
1768308918423934000,27,ETH-USD,Sell,960564720,319227676,3130915000,3,Increase,0
1768308920023934000,31,ETH-USD,Sell,2085340964,1040585142,3131142589,2,Increase,0
1768308920023934000,30,ETH-USD,Buy,3035642740,1515392856,3131142589,2,Increase,0
1768308922023934000,25,ETH-USD,Sell,792652653,263583429,3131142589,0,Decrease,-1235990
1768308922023934000,24,ETH-USD,Buy,909108732,302127136,3131142589,0,Decrease,-1065709
1768308922723934000,25,ETH-USD,Sell,714598512,237484906,3131457120,3,Increase,0
1768308922723934000,24,ETH-USD,Buy,682657650,227006424,3131457120,3,Increase,0
1768308923023934000,41,ETH-USD,Sell,4972753906,2481404200,3131457120,2,Increase,0
1768308923023934000,40,ETH-USD,Buy,5025988676,2508973548,3131457120,2,Increase,0
1768308924023934000,21,ETH-USD,Sell,603567657,200585652,3131457120,0,Decrease,-991446
1768308924023934000,20,ETH-USD,Buy,818955834,272330114,3131457120,0,Decrease,-947751
1768308924523934000,21,ETH-USD,Sell,636312084,211467716,3131457120,3,Increase,0
1768308924523934000,20,ETH-USD,Buy,623159964,207221461,3131457120,3,Increase,0
1768308926223934000,22,ETH-USD,Buy,443283687,147317946,3131362077,0,Decrease,-504758
1768308926223934000,23,ETH-USD,Sell,903472260,300434643,3131362077,0,Decrease,-1508198
1768308926823934000,22,ETH-USD,Buy,532331553,177017986,3131362077,3,Increase,0
1768308926823934000,23,ETH-USD,Sell,317520114,105522518,3131362077,3,Increase,0
1768308934523934000,21,ETH-USD,Sell,636312084,211467716,3130335750,0,Decrease,-702026
1768308934523934000,20,ETH-USD,Buy,623159964,207221461,3130335750,0,Decrease,-1132633
1768308935023934000,21,ETH-USD,Sell,626067150,208062983,3130335750,3,Increase,0
1768308935023934000,20,ETH-USD,Buy,704325543,234211721,3130335750,3,Increase,0
1768308935323934000,25,ETH-USD,Sell,714598512,237484906,3130335750,0,Decrease,-789706
1768308935323934000,24,ETH-USD,Buy,682657650,227006424,3130335750,0,Decrease,-1242019
1768308936023934000,24,ETH-USD,Buy,469550361,156047237,3130335750,3,Increase,0
1768308936023934000,25,ETH-USD,Sell,718725087,238856304,3130335750,3,Increase,0
1768308936823934000,26,ETH-USD,Buy,745783953,247998024,3130530000,0,Decrease,-1102544
1768308936823934000,27,ETH-USD,Sell,960564720,319227676,3130530000,0,Decrease,-1185534
1768308937623934000,27,ETH-USD,Sell,1056866928,351232110,3130530000,3,Increase,0
1768308937623934000,26,ETH-USD,Buy,788893560,262333406,3130530000,3,Increase,0
1768308941823934000,23,ETH-USD,Sell,317520114,105522518,3130800000,0,Decrease,-386317
1768308941823934000,22,ETH-USD,Buy,532331553,177017986,3130800000,0,Decrease,-837724
1768308942423934000,22,ETH-USD,Buy,624285885,207595867,3130821899,3,Increase,0
1768308942423934000,23,ETH-USD,Sell,358792188,119238604,3130821899,3,Increase,0
1768308945023934000,21,ETH-USD,Sell,626067150,208062983,3130675090,0,Decrease,-1032558
1768308945023934000,20,ETH-USD,Buy,704325543,234211721,3130675090,0,Decrease,-1007171
1768308945523934000,21,ETH-USD,Sell,683113302,227021321,3130675090,3,Increase,0
1768308945523934000,20,ETH-USD,Buy,601715751,200090545,3130675090,3,Increase,0
1768308946023934000,34,ETH-USD,Buy,2819707682,1407034134,3130675090,0,Decrease,-5347260
1768308946023934000,35,ETH-USD,Sell,1867798080,932404802,3130675090,0,Decrease,-2278021
1768308948623934000,25,ETH-USD,Sell,718725087,238856304,3130550000,0,Decrease,-1175151
1768308948623934000,24,ETH-USD,Buy,469550361,156047237,3130550000,0,Decrease,-702274
1768308949023934000,35,ETH-USD,Sell,2916107324,1455137555,3130550000,2,Increase,0
1768308949023934000,34,ETH-USD,Buy,1663887324,830612553,3130550000,2,Increase,0
1768308949323934000,24,ETH-USD,Buy,401336508,133457767,3130550000,3,Increase,0
1768308949323934000,25,ETH-USD,Sell,609205029,202459138,3130550000,3,Increase,0
1768308950023934000,30,ETH-USD,Buy,3035642740,1515392856,3130550000,0,Decrease,-4910122
1768308950023934000,31,ETH-USD,Sell,2085340964,1040585142,3130550000,0,Decrease,-2587700
1768308952023934000,31,ETH-USD,Sell,3072650186,1533252443,3130565652,2,Increase,0
1768308952023934000,30,ETH-USD,Buy,2160055620,1078299766,3130515392,2,Increase,0
1768308955523934000,21,ETH-USD,Sell,683113302,227021321,3130512262,0,Decrease,-969495
1768308955523934000,20,ETH-USD,Buy,601715751,200090545,3130512262,0,Decrease,-915271
1768308956023934000,20,ETH-USD,Buy,655529265,217985332,3130512262,3,Increase,0
1768308956023934000,26,ETH-USD,Buy,788893560,262333406,3130399999,0,Decrease,-1123466
1768308956023934000,21,ETH-USD,Sell,537802719,178729771,3130399999,3,Increase,0
1768308956023934000,27,ETH-USD,Sell,1056866928,351232110,3130399999,0,Decrease,-1419370
1768308956823934000,26,ETH-USD,Buy,683053278,227137984,3130399999,3,Increase,0
1768308956823934000,27,ETH-USD,Sell,1124439678,373688787,3130399999,3,Increase,0
1768308957423934000,22,ETH-USD,Buy,624285885,207595867,3130399999,0,Decrease,-997592
1768308957423934000,23,ETH-USD,Sell,358792188,119238604,3130399999,0,Decrease,-477465
1768308958023934000,23,ETH-USD,Sell,611680158,203281706,3130399999,3,Increase,0
1768308958023934000,22,ETH-USD,Buy,472690398,157185314,3130399999,3,Increase,0
1768308961923934000,25,ETH-USD,Sell,609205029,202459138,3130370000,0,Decrease,-846531
1768308961923934000,24,ETH-USD,Buy,401336508,133457767,3130370000,0,Decrease,-602958
1768308962623934000,25,ETH-USD,Sell,378151185,125672244,3130390608,3,Increase,0
1768308962623934000,24,ETH-USD,Buy,521523075,173423807,3130390608,3,Increase,0
1768308963023934000,33,ETH-USD,Sell,2838052070,1416187983,3130390608,0,Decrease,-3343717
1768308963023934000,32,ETH-USD,Buy,2047530120,1022127036,3130390608,0,Decrease,-2918387
1768308965523934000,33,ETH-USD,Sell,2878407424,1436325305,3130405030,2,Increase,0
1768308965523934000,32,ETH-USD,Buy,1746766006,871985591,3130405030,2,Increase,0
1768308966023934000,21,ETH-USD,Sell,537802719,178729771,3130405030,0,Decrease,-791491
1768308966023934000,20,ETH-USD,Buy,655529265,217985332,3130405030,0,Decrease,-1023757
1768308966523934000,21,ETH-USD,Sell,492078444,163534070,3130270000,3,Increase,0
1768308966523934000,20,ETH-USD,Buy,678016482,225463081,3130270000,3,Increase,0
1768308967523934000,37,ETH-USD,Sell,3396350100,1695457970,3130270000,0,Decrease,-4661171
1768308967523934000,36,ETH-USD,Buy,3773270142,1882861801,3130270000,0,Decrease,-5881139
1768308971023934000,37,ETH-USD,Sell,4108159824,2049971753,3130265030,2,Increase,0
1768308971023934000,36,ETH-USD,Buy,4105968638,2049699545,3130265030,2,Increase,0
1768308973023934000,22,ETH-USD,Buy,472690398,157185314,3130150000,0,Decrease,-650207
1768308973023934000,23,ETH-USD,Sell,611680158,203281706,3130150000,0,Decrease,-744772
1768308973623934000,22,ETH-USD,Buy,595354527,197975226,3130150000,3,Increase,0
1768308973623934000,23,ETH-USD,Sell,860165220,285861575,3130150000,3,Increase,0
1768308975223934000,24,ETH-USD,Buy,521523075,173423807,3130225296,0,Decrease,-721832
1768308975223934000,27,ETH-USD,Sell,1124439678,373688787,3130225296,0,Decrease,-1429260
1768308975223934000,26,ETH-USD,Buy,683053278,227137984,3130225296,0,Decrease,-943228
1768308975223934000,25,ETH-USD,Sell,378151185,125672244,3130225296,0,Decrease,-484145
1768308975923934000,25,ETH-USD,Sell,608515797,202230084,3130225296,3,Increase,0
1768308975923934000,24,ETH-USD,Buy,899626749,299155882,3130225296,3,Increase,0
1768308976023934000,27,ETH-USD,Sell,1237691082,411326003,3130225296,3,Increase,0
1768308976023934000,26,ETH-USD,Buy,1139402007,378889148,3130225296,3,Increase,0
1768308976523934000,20,ETH-USD,Buy,678016482,225463081,3130250046,0,Decrease,-894274
1768308976523934000,21,ETH-USD,Sell,492078444,163534070,3130250046,0,Decrease,-643629
1768308977023934000,20,ETH-USD,Buy,907772511,301864619,3130250046,3,Increase,0
1768308977023934000,21,ETH-USD,Sell,845793561,281085394,3130250046,3,Increase,0
1768308982023934000,31,ETH-USD,Sell,3072650186,1533252443,3130186006,0,Decrease,-3678135
1768308982023934000,30,ETH-USD,Buy,2160055620,1078299766,3130198527,0,Decrease,-3516199
1768308984023934000,31,ETH-USD,Sell,2959602706,1476841751,3130198527,2,Increase,0
1768308984023934000,30,ETH-USD,Buy,2169227578,1082878407,3130198527,2,Increase,0
1768308987023934000,21,ETH-USD,Sell,845793561,281085394,3130172683,0,Decrease,-1080541
1768308987023934000,20,ETH-USD,Buy,907772511,301864619,3130172683,0,Decrease,-1203085
1768308987523934000,20,ETH-USD,Buy,511470216,170080896,3130172683,3,Increase,0
1768308987523934000,21,ETH-USD,Sell,423199344,140643249,3130172683,3,Increase,0
1768308988523934000,24,ETH-USD,Buy,899626749,299155882,3130171082,0,Decrease,-1335161
1768308988523934000,25,ETH-USD,Sell,608515797,202230084,3130171082,0,Decrease,-883191
1768308988623934000,23,ETH-USD,Sell,860165220,285861575,3130171082,0,Decrease,-1243812
1768308988623934000,22,ETH-USD,Buy,595354527,197975226,3130171082,0,Decrease,-851815
1768308989223934000,22,ETH-USD,Buy,475159968,158006529,3130171082,3,Increase,0
1768308989223934000,25,ETH-USD,Sell,406922238,135233824,3130171082,3,Increase,0
1768308989223934000,24,ETH-USD,Buy,636676797,211716258,3130171082,3,Increase,0
1768308989223934000,23,ETH-USD,Sell,483924447,160824225,3130171082,3,Increase,0
1768308994423934000,27,ETH-USD,Sell,1237691082,411326003,3130166892,0,Decrease,-1719071
1768308994423934000,26,ETH-USD,Buy,1139402007,378889148,3130166892,0,Decrease,-1623001
1768308995223934000,26,ETH-USD,Buy,842014893,279998020,3130166892,3,Increase,0
1768308995223934000,27,ETH-USD,Sell,969099669,322064124,3130166892,3,Increase,0
1768308997523934000,20,ETH-USD,Buy,511470216,170080896,3130203143,0,Decrease,-772034
1768308997523934000,21,ETH-USD,Sell,423199344,140643249,3130203143,0,Decrease,-647884
1768308998023934000,21,ETH-USD,Sell,599746920,199315894,3130203143,3,Increase,0
1768308998023934000,20,ETH-USD,Buy,870196002,289369178,3130201454,3,Increase,0
1768309001823934000,25,ETH-USD,Sell,406922238,135233824,3130193014,0,Decrease,-610028
1768309001823934000,24,ETH-USD,Buy,636676797,211716258,3130193014,0,Decrease,-943978
1768309002523934000,25,ETH-USD,Sell,458260905,152295375,3130197445,3,Increase,0
1768309002523934000,24,ETH-USD,Buy,513352380,170706779,3130197445,3,Increase,0
1768309004223934000,22,ETH-USD,Buy,475159968,158006529,3130207479,0,Decrease,-789127
1768309004223934000,23,ETH-USD,Sell,483924447,160824225,3130207479,0,Decrease,-816267
1768309004823934000,23,ETH-USD,Sell,703044597,233645155,3130207479,3,Increase,0
1768309004823934000,22,ETH-USD,Buy,561559221,186737160,3130207479,3,Increase,0
1768309008023934000,21,ETH-USD,Sell,599746920,199315894,3130212174,0,Decrease,-914324
1768309008023934000,20,ETH-USD,Buy,870196002,289369178,3130212174,0,Decrease,-1153560
1768309008523934000,21,ETH-USD,Sell,682386252,226779698,3130212174,3,Increase,0
1768309008523934000,20,ETH-USD,Buy,468279741,155718624,3130212174,3,Increase,0
1768309009023934000,35,ETH-USD,Sell,2916107324,1455137555,3130212174,0,Decrease,-3828672
1768309009023934000,34,ETH-USD,Buy,1663887324,830612553,3130212174,0,Decrease,-2540117
1768309010523934000,32,ETH-USD,Buy,1746766006,871985591,3130190262,0,Decrease,-2681135
1768309010523934000,33,ETH-USD,Sell,2878407424,1436325305,3130190262,0,Decrease,-4029817
1768309012023934000,42,ETH-USD,Buy,3723056250,1857805069,3130190262,0,Decrease,-6792753
1768309012023934000,34,ETH-USD,Buy,2153570900,1075062594,3130190262,2,Increase,0
1768309012023934000,35,ETH-USD,Sell,2394472950,1194842003,3130030000,2,Increase,0
1768309012023934000,43,ETH-USD,Sell,3319125000,1656907200,3130030000,0,Decrease,-3550267
1768309013023934000,33,ETH-USD,Sell,2690260784,1342440132,3130030000,2,Increase,0
1768309013023934000,32,ETH-USD,Buy,2671480604,1333603118,3130030000,2,Increase,0
1768309013023934000,41,ETH-USD,Sell,4972753906,2481404200,3130030000,0,Decrease,-4761723
1768309013023934000,40,ETH-USD,Buy,5025988676,2508973548,3130030000,0,Decrease,-9384466
1768309013623934000,27,ETH-USD,Sell,969099669,322064124,3130030000,0,Decrease,-1430967
1768309013623934000,26,ETH-USD,Buy,842014893,279998020,3130030000,0,Decrease,-1315017
1768309014023934000,30,ETH-USD,Buy,2169227578,1082878407,3130030000,0,Decrease,-3181129
1768309014023934000,31,ETH-USD,Sell,2959602706,1476841751,3130139999,0,Decrease,-3760075
1768309014423934000,26,ETH-USD,Buy,885829617,294567876,3130139999,3,Increase,0
1768309014423934000,27,ETH-USD,Sell,991002321,329343105,3130139999,3,Increase,0
1768309015123934000,24,ETH-USD,Buy,513352380,170706779,3130139999,0,Decrease,-677077
1768309015123934000,25,ETH-USD,Sell,458260905,152295375,3130139999,0,Decrease,-588392
1768309015823934000,25,ETH-USD,Sell,483919641,160822628,3130139999,3,Increase,0
1768309015823934000,24,ETH-USD,Buy,927773493,308515613,3130139999,3,Increase,0
1768309016023934000,30,ETH-USD,Buy,2738872498,1367245152,3130139999,2,Increase,0
1768309016023934000,31,ETH-USD,Sell,1763833888,880153111,3130139999,2,Increase,0
1768309018023934000,40,ETH-USD,Buy,4973785872,2481919151,3130135855,2,Increase,0
1768309018023934000,42,ETH-USD,Buy,5509039104,2749010513,3130135855,2,Increase,0
1768309018023934000,43,ETH-USD,Sell,4958135194,2475101089,3130135855,2,Increase,0
1768309018023934000,41,ETH-USD,Sell,3327261082,1660968733,3130066871,2,Increase,0
1768309018523934000,20,ETH-USD,Buy,468279741,155718624,3130066871,0,Decrease,-702514
1768309018523934000,21,ETH-USD,Sell,682386252,226779698,3130066871,0,Decrease,-961682
1768309019023934000,20,ETH-USD,Buy,395640450,131484510,3130066871,3,Increase,0
1768309019023934000,21,ETH-USD,Sell,533989407,177569278,3130066871,3,Increase,0
